X,Y,OBJECTID,Ppty_Name,Ppty_Addre,City,State,Zip,County,CD,TotalUnits,ActiveSubs,Owner,Latitude,Longitude,OwnerType,SbsdyEnd
-76.6027499997127,39.3727700002354,1474,WALKER AVENUE ELDERLY APARTMENTS* (3),711 Walker Ave,Baltimore,MD,21212-2137,Baltimore,2,88,1,Walker Nonprofit Housing Corporation,39.37277,-76.60275,Non-Profit,2020/10/05 00:00:00+00
-76.5088000001199,39.3741700000455,1475,Village Crossroads Senior Housing* (2),4313A Fitch Ave,Baltimore,MD,21236,Baltimore,3,86,0,Village Crossroads Senior Housing Limited Partners* (2),39.37417,-76.5088,Multiple,2017/02/28 00:00:00+00
-76.6923500001524,39.3776100004013,1476,Ohana Homes,6721 Laurelwood Ave,Baltimore,MD,21209-1444,Baltimore,3,8,0,"OHANA HOMES, INC.",39.37761,-76.69235,Non-Profit,2015/11/30 00:00:00+00
-76.5675899997786,39.3806799998821,1477, ,1392 Deanwood Rd,Baltimore,MD,21234,Baltimore, ,19,1, ,39.38068,-76.56759, ,2017/12/04 00:00:00+00
-76.4644900000134,39.3806999999051,1478,BURNAM WOODS,2 Beeson Ct,Baltimore,MD,21236-4943,Baltimore,2,180,0,Burnam Woods Limited Partnership,39.3807,-76.46449,For Profit,2014/06/28 00:00:00+00
-76.5677099999165,39.3820399996463,1479, ,1406 Dartmouth Ave,Baltimore,MD,21234,Baltimore, ,1,1, ,39.38204,-76.56771, ,2018/10/04 00:00:00+00
-76.7307599997741,39.3823300004292,1480, ,25 Village Rd,Baltimore,MD,21208,Baltimore, ,3,0, ,39.38233,-76.73076, ,2012/12/16 00:00:00+00
-76.607219999903,39.3828300001045,1481, ,7215 York Rd,Baltimore,MD,21212,Baltimore, ,3,1, ,39.38283,-76.60722, ,2024/03/24 00:00:00+00
-76.723778999801,39.3838030000085,1482,COLDSPRING ELDERLY,Coldspring Elderly,Baltimore,MD,21208, ,3,98,1, ,39.383803,-76.723779, ,2021/05/02 00:00:00+00
-83.3321500003222,41.9298699997008,1483,"CORNERSTONE ESTATES, PHASE III* (2)",2921 4th St,Detroit,MI,48201,Wayne,7,62,2,CORNERSTONE ESTATES III LDHA LLC* (2),41.92987,-83.33215,For Profit,2026/12/31 00:00:00+00
-83.3321500003222,41.9298699997008,1484,Cornerstone Estates 7A,2949 4th St,Detroit,MI,48201,Wayne,7,58,1,Detroit Housing Commission,41.92987,-83.33215, ,
-83.1566300000744,42.2679099996468,1485,Across The Park Apartments* (2),2700 S Annabelle St,Detroit,MI,48217-1153,Wayne,13,201,2,ATP 2008 Limited Dividend Housing Assoc L.L.C.* (2),42.26791,-83.15663,For Profit,2030/12/31 00:00:00+00
-83.1370900001034,42.3075199997483,1486,D. J. HEALY SITE ( AKA PABLO DAVIS APTS. )* (2),9200 W Vernor Hwy,Detroit,MI,48209-1410,Wayne,13,80,2,PABLO DAVIS LDHA LP,42.30752,-83.13709,Non-Profit,2029/12/31 00:00:00+00
-83.1321699998456,42.3085299995599,1487,SPRINGWELLS PARTNERS V,2201 Lawndale St,Detroit,MI,48209-1445,Wayne,13,29,1,SPRINGWELLS PARTNERS V LDHA LP,42.30853,-83.13217, ,2023/12/31 00:00:00+00
-83.1141499998226,42.3086600001589,1488,SPRINGWELLS VILLAGE TOWNHOMES,Olivet Carson Cahalan Mul Ln,Detroit,MI,48209, ,14,24,1,SPRINGWELLS VILLAGE LDHA LP,42.30866,-83.11415, ,2023/12/31 00:00:00+00
-83.1328400001659,42.3090399996963,1489,SPRINGWELLS PARTNERS II* (2),8715 W Vernor Hwy,Detroit,MI,48209-1434,Wayne,13,34,2,SPRINGWELLS PARTNERS II LDHA LP,42.30904,-83.13284,Non-Profit,2021/02/14 00:00:00+00
-83.1321800003067,42.3095099997867,1490,SOUTHWEST NON - PROFIT HOUSING CHDO,8640 W Vernor Hwy,Detroit,MI,48209-3421,Wayne,13,54,0, ,42.30951,-83.13218, ,2016/02/28 00:00:00+00
-83.1284799996522,42.3125899997287,1491,SPRINGWELLS PARTNERS III,2439 Carson St,Detroit,MI,48209-3714,Wayne,13,22,1,SPRINGWELLS PARTNERS III LDHA LP,42.31259,-83.12848,Non-Profit,2020/12/31 00:00:00+00
-83.1127399995513,42.3126699998207,1492,RademacHer Lodge,1777 N Rademacher St,Detroit,MI,48209-2049,Wayne,14,16,2,RademacHer Lodge NPHC,42.31267,-83.11274,Non-Profit,2032/06/01 00:00:00+00
-83.12880000002,42.3133299996798,1493,SPRINGWELLS PARTNERS,2506 Carson St,Detroit,MI,48209-1054,Wayne,13,54,1,SPRINGWELLS PARTNERS LDHA LP,42.31333,-83.1288,For Profit,2018/12/31 00:00:00+00
-83.1257200000779,42.3147300003893,1494,CENTRAL TOWERS,2520 Central St,Detroit,MI,48209-3504,Wayne,13,232,3,Central Towers 2015 Ltd Dividend Housing Assoc LLC,42.31473,-83.12572,For Profit,2035/06/30 00:00:00+00
-83.0922200002528,42.3150600003188,1495,1185 CLARK / SOUTHWEST NON - PROFIT HSG,1185 Clark St,Detroit,MI,48209-3825,Wayne,14,50,0, ,42.31506,-83.09222, ,2016/11/16 00:00:00+00
-83.086439999906,42.3167599995744,1496, ,1062 Vinewood St,Detroit,MI,48216,Wayne, ,1,0, ,42.31676,-83.08644, ,2013/07/24 00:00:00+00
-83.0848199998431,42.3171899996188,1497,250 W.GRAND BLVD / SW DET NPHC - CHDO* (2),250 W Grand Blvd,Detroit,MI,48216-1456,Wayne,14,20,1,250 WGB LDHA LP,42.31719,-83.08482,For Profit,2029/12/31 00:00:00+00
-83.0886500001973,42.3173499998027,1498,SOUTHWEST HOUSING PARTNERS II,1250 Hubbard St,Detroit,MI,48209-2483,Wayne,14,40,1,SOUTHWEST HSG PARTNERS II LDHA LP,42.31735,-83.08865, ,2022/12/31 00:00:00+00
-83.0856300003242,42.3175300000095,1499,DELRAY SENIOR HOUSING,275 W Grand Blvd,Detroit,MI,48216-1595,Wayne,14,73,2,DELRAY SENIOR HSG LDHA LP,42.31753,-83.08563,For Profit,2027/07/17 00:00:00+00
-83.0898600002388,42.317920000008,1500, ,4061 Porter St,Detroit,MI,48209,Wayne, ,1,0, ,42.31792,-83.08986, ,2012/12/14 00:00:00+00
-83.0845999995903,42.3182899999836,1501, ,3632 Howard St,Detroit,MI,48216,Wayne, ,1,0, ,42.31829,-83.0846, ,2013/07/24 00:00:00+00
-83.0883099998066,42.3193900003483,1502, ,1484 Vinewood St,Detroit,MI,48216,Wayne, ,1,0, ,42.31939,-83.08831, ,2013/07/24 00:00:00+00
-83.0859800002768,42.3204400002059,1503, ,1463 25th St,Detroit,MI,48216,Wayne, ,1,0, ,42.32044,-83.08598, ,2013/07/24 00:00:00+00
-83.0872700004102,42.3205099998367,1504,"WILSHIRE , THE ( FKA 338 W GRAND )* (2)",388 W Grand Blvd,Detroit,MI,48216-1486,Wayne,14,32,1,388 W GRAND BLVD LDHA LP,42.32051,-83.08727,Non-Profit,2029/12/31 00:00:00+00
-83.0758600003387,42.3218100004312,1505,Rio Vista* (2),1250 18th St,Detroit,MI,48216-4750,Wayne,14,65,1,St. Annes Non Profit Housing Corp.,42.32181,-83.07586,Non-Profit,2022/08/30 00:00:00+00
-83.0877700000854,42.3228099997817,1506,MARTIN GARDENS,1737 25th St,Detroit,MI,48216-1432,Wayne,14,50,1,MARTIN GARDENS LDHA LP,42.32281,-83.08777,Non-Profit,2018/12/31 00:00:00+00
-83.0882600001988,42.3237900000086,1507, ,1920 25th St,Detroit,MI,48216,Wayne, ,11,1, ,42.32379,-83.08826, ,2030/12/01 00:00:00+00
-83.0945699998056,42.3245200003977,1508,SCOTTEN PARK,4051 Toledo St,Detroit,MI,48209,Wayne, ,32,1,SCOTTEN PARK LDHA LP,42.32452,-83.09457,Non-Profit,2027/12/31 00:00:00+00
-83.0782499999375,42.3260400003458,1509,BAGLEY HOUSING 1850 18TH ST,1850 18th St,Detroit,MI,48216,Wayne,14,65,1, ,42.32604,-83.07825, ,2022/08/22 00:00:00+00
-83.0673599995643,42.3286199997133,1510,CLEMENT KERN GARDENS APARTMENTS* (2),1661 Bagley St,Detroit,MI,48216-2074,Wayne,14,87,2,CK-2003 Ltd Dividend Housing Assoc Ltd Partnership* (2),42.32862,-83.06736,For Profit,2047/10/01 00:00:00+00
-83.0622899995838,42.3288300004043,1511,VICTOR ATTAR COURT,1336 Porter St,Detroit,MI,48226-2427,Wayne,14,29,1,VICTOR ATTAR LDHA LP,42.32883,-83.06229,Non-Profit,2026/12/31 00:00:00+00
-83.0459899997387,42.3291099998267,1512, ,500 Griswold St,Detroit,MI,48226,Wayne, ,5,1, ,42.32911,-83.04599, ,2021/03/21 00:00:00+00
-83.0609899998885,42.3293900001485,1513,1234 - 1336 PORTER STREET,1234 Porter St,Detroit,MI,48226-2407,Wayne,14,29,0, ,42.32939,-83.06099, ,2011/05/04 00:00:00+00
-83.045891999716,42.3301560003991,1514,WYOMING CORPORATION,Wyoming Corporation,Detroit,MI, , ,14,4,1,WYOMING CORPORATION* (2),42.330156,-83.045892,For Profit,2018/12/31 00:00:00+00
-83.045891999716,42.3301560003991,1515,MRP 102 LTD PARTNERSHIP,Mrp 102 Ltd Partnership,Detroit,MI, , ,14,15,1,MRP 102 LTD PARTNERSHIP* (2),42.330156,-83.045892,For Profit,2018/12/31 00:00:00+00
-83.109979999977,42.3316799996323,1516, ,3799 32nd St,Detroit,MI,48210,Wayne, ,60,1, ,42.33168,-83.10998, ,2027/06/01 00:00:00+00
-83.0502199996532,42.3325900002284,1517,WASHINGTON BOULEVARD BUILDING* (2),234 State St,Detroit,MI,48226-1831,Wayne,13,115,2,WASHINGTON BOULEVARD LDHA,42.33259,-83.05022,For Profit,2034/04/01 00:00:00+00
-83.048939999981,42.3326599998592,1518,GRISWOLD BUILDING,1214 Griswold St,Detroit,MI,48226-1821,Wayne,13,127,0,Griswold Limited Dividend Housing Association* (2),42.33266,-83.04894,Multiple,2014/03/31 00:00:00+00
-83.0646899996437,42.3331099999266,1519,WOODBRIDGE ESTATES APARTMENTS V* (5),3521 John C Lodge Fwy,Detroit,MI,48201-2977,Wayne,13,70,5,WOODBRIDGE ESTATES APTS V LLC* (5),42.33311,-83.06469,For Profit,2020/12/31 00:00:00+00
-83.1062000001299,42.3336699996708,1520,NEWBERRY HOMES,3822 28th St,Detroit,MI,48210-3106,Wayne,13,60,1,NEWBERRY HOMES LDHA LP,42.33367,-83.1062,For Profit,2030/12/31 00:00:00+00
-83.0510999997651,42.3337699997857,1521,INDUSTRIAL STEVENS BLDG* (2),1410 Washington Blvd,Detroit,MI,48226-1719,Wayne,13,165,2,INDUSTRIAL-STEVENS LDHA,42.33377,-83.0511,For Profit,2026/04/01 00:00:00+00
-83.0871199997881,42.3347399995514,1522,FOUNTAIN COURT COOPERATIVE 1 - 4,3088 Lawton St,Detroit,MI,48216-1134,Wayne,13,351,1,FOUNTAIN COURT CONSUMER HOUSING COOPERATIVE,42.33474,-83.08712,Non-Profit,2030/02/28 00:00:00+00
-83.0498600001388,42.3353499998027,1523,HIMELHOCH APARTMENTS,1545 Woodward Ave,Detroit,MI,48226-2017,Wayne,13,73,2,HIMELHOCH APARTMENTS LDHA,42.33535,-83.04986,For Profit,2036/02/01 00:00:00+00
-83.1286100002513,42.3360899997537,1524,SAKS PARK HOMES,Saks Park Homes,Detroit,MI,48210, ,13,45,1,SAKS PARK HOMES LDHA LP,42.33609,-83.12861, ,2022/12/31 00:00:00+00
-83.0180700000304,42.3371199995884,1525,RIVER PLACE APARTMENTS,500 River Place Dr,Detroit,MI,48207-5030,Wayne,14,301,1,RIVER PLACE PLAZA LDHA P,42.33712,-83.01807, ,2019/12/31 00:00:00+00
-83.0165900001284,42.3384499997677,1526,RIVERTOWN ASSISTED LIVING,3103 Wight St,Detroit,MI,48207,Wayne, ,80,3,DETROIT AFFORDABLE ASSISTED LIVING LDHA LP,42.33845,-83.01659,Non-Profit,2029/12/12 00:00:00+00
-83.0165700001054,42.3390499995579,1527,RIVERTOWN NEIGHBORHOOD SR HOUSING,3196 Franklin St,Detroit,MI,48207,Wayne,14,50,1,Rivertown Neighborhood Senior Non Profit Housing C,42.33905,-83.01657,Non-Profit,2017/08/31 00:00:00+00
-83.0235900000784,42.3391699996958,1528,MLK L* (4),595 Chene St,Detroit,MI,48207-3901,Wayne,14,312,4,MLK-312 Ltd Div Housing Assoc Ltd Partnership* (2),42.33917,-83.02359,For Profit,2053/10/01 00:00:00+00
-83.0235900000784,42.3391699996958,1529,MARTIN LUTHER KING HOMES II* (2),573 Chene St,Detroit,MI,48207-3901,Wayne,14,312,2,MLK-312 LDHA LP* (2),42.33917,-83.02359,For Profit,2018/12/31 00:00:00+00
-83.0804200001828,42.3395799997173,1530,ALBERTA W KING VILLAGE,2150 Martin Luther King Jr Blvd,Detroit,MI,48208-2730,Wayne,13,121,1,M L KING JR BLVD LDHALP,42.33958,-83.08042,For Profit,2029/12/31 00:00:00+00
-83.0802899995838,42.3396199997632,1531, ,2140 Martin Luther King Jr Blvd,Detroit,MI,48208-2699,Wayne,13,11,1, ,42.33962,-83.08029, ,2024/08/07 00:00:00+00
-83.0216099996018,42.339880000062,1532,Ralph Bunche Coop 5* (3),2781 E Larned St,Detroit,MI,48207-3908,Wayne,14,76,0, ,42.33988,-83.02161, ,2011/06/01 00:00:00+00
-83.0830399995963,42.3402300000145,1533,HERITAGE PLACE AT MAGNOLIA,3701 15th St,Detroit,MI,48208-2586,Wayne,13,88,1,HERITAGE PLACE AT MAGNOLIA LDHA LP,42.34023,-83.08304,Non-Profit,2020/12/31 00:00:00+00
-83.0823199996682,42.3405700004053,1534, ,2242 Magnolia St,Detroit,MI,48208,Wayne, ,60,1, ,42.34057,-83.08232, ,2027/07/16 00:00:00+00
-83.0820400002458,42.3408800003118,1535,CORE CITY WEST VILLAGE HOMES,3803 14th St,Detroit,MI,48208,Wayne,13,60,1,CORE CITY WEST VILLAGE LDHA LP,42.34088,-83.08204,Non-Profit,2020/12/31 00:00:00+00
-83.0770500003572,42.3420999999151,1536,RIVERSIDE ESTATES APARTMENTS,1830 Magnolia St,Detroit,MI,48208-2865,Wayne,13,67,1,RIVERSIDE APTS LDHA LP,42.3421,-83.07705,For Profit,2018/12/31 00:00:00+00
-83.0766699999205,42.342220000053,1537, ,1800 Magnolia St,Detroit,MI,48208,Wayne, ,67,1, ,42.34222,-83.07667, ,2022/07/12 00:00:00+00
-83.0708500004271,42.3425700000055,1538,WOODBRIDGE ESTATES ( SENIOR )* (2),1300 Martin Luther King Jr Blvd,Detroit,MI,48201-2363,Wayne,13,100,1,WOODBRIDGE ILF ASSOC LDHA LP* (2),42.34257,-83.07085,Non-Profit,2019/12/31 00:00:00+00
-83.0813400003407,42.3427199997283,1539,CORE CITY ESTATES PHASE II,3900 Wabash St,Detroit,MI,48208,Wayne,13,66,1,CORE CITY ESTATES PHASE II LDHA LP,42.34272,-83.08134,Non-Profit,2019/12/31 00:00:00+00
-83.0260500002073,42.3428799999121,1540,ELMWOOD TOWERS APARTMENTS* (4),1325 Chene St,Detroit,MI,48207-4977,Wayne,14,168,3,ET-92 LDHA LP* (3),42.34288,-83.02605,Multiple,2048/09/01 00:00:00+00
-83.0799700001154,42.3428900003732,1541, ,2001 Selden St,Detroit,MI,48208,Wayne, ,66,1, ,42.34289,-83.07997, ,2027/07/26 00:00:00+00
-83.0262300004142,42.3433200004177,1542,PARKVIEW PLACE APARTMENTS* (2),1401 Chene St,Detroit,MI,48207-4978,Wayne,14,199,1,Parkview Place/Mht LDHA LP* (2),42.34332,-83.02623,For Profit,2032/12/31 00:00:00+00
-83.066960000004,42.3434599996793,1543,Cornerstone Estates 7B,933 Peterboro St,Detroit,MI,48201,Wayne, ,51,1,Detroit Housing Commission,42.34346,-83.06696, ,
-83.0257600003237,42.3439000001849,1544,2001 CHENE ST,2001 Chene St,Detroit,MI,48207,Wayne, ,144,1,CHENE PARK LDHA LP,42.3439,-83.02576,For Profit,2025/12/31 00:00:00+00
-83.0782600003986,42.3442300001145,1545,ROBERTS III APARTMENTS,3901 Grand River Ave,Detroit,MI,48208-2890,Wayne,13,197,1,TULC NON-PROFIT HOUSING CORPORATION,42.34423,-83.07826,For Profit,2016/06/01 00:00:00+00
-83.0561600001838,42.3442999997453,1546,"14 CHARLOTTE , ADDISON APARTMENTS LIMITED",14 Charlotte St,Detroit,MI,48201-2731,Wayne,13,5,1, ,42.3443,-83.05616, ,2020/02/08 00:00:00+00
-83.0652900003332,42.3445299995599,1547, ,3520 3rd St,Detroit,MI,48201,Wayne, ,120,1, ,42.34453,-83.06529, ,2031/05/31 00:00:00+00
-83.0413200002178,42.3447299997897,1548,FREDERICK DOUGLASS,2601 Chrysler Dr,Detroit,MI,48201,Wayne,13,197,0,Detroit Housing Commission,42.34473,-83.04132, ,
-83.0630600000189,42.3447600002738,1549,PEOPLE UNITED AS ONE PLAZA APARTMENTS,640 Martin Luther King Jr Blvd,Detroit,MI,48201,Wayne,13,35,1,PUAO LDHA LP,42.34476,-83.06306,For Profit,2030/12/31 00:00:00+00
-83.112319999968,42.3448000003198,1550,WARREN WEST,4100 W Warren Ave,Detroit,MI,48210-1483,Wayne,13,143,1,Detroit Housing Commission,42.3448,-83.11232, ,
-83.0632940000181,42.3448170002044,1551,618 - 644 MYRTLE / CHDO,618-644 Myrtle,Detroit,MI,48201, ,13,38,1, ,42.344817,-83.063294, ,2021/03/24 00:00:00+00
-83.0717600001238,42.3450399996963,1552,Woodbridge V,1221 Selden St,Detroit,MI,48201,Wayne,13,70,1,Detroit Housing Commission,42.34504,-83.07176, ,
-83.0574199998331,42.3451199997882,1553,PETERBORO PROFESSIONAL BLG / CHDO DET CENT* (2),10 Peterboro St,Detroit,MI,48201-2722,Wayne,13,70,1,PETERBORO LDHA LP,42.34512,-83.05742,For Profit,2030/12/31 00:00:00+00
-83.0711400003107,42.3452300003643,1554,JEFFRIES HOMES,1231 Selden St,Detroit,MI,48201,Wayne,13,310,1,Detroit Housing Commission,42.34523,-83.07114, ,
-83.0508299999045,42.3452399999261,1555,Village Of Brush Park Manor* (2),2900 Brush St,Detroit,MI,48201-3156,Wayne,13,113,1,Brush Park Senior Housing Development Corporation,42.34524,-83.05083,Non-Profit,2025/02/24 00:00:00+00
-83.0712299999645,42.34540000011,1556,Woodbridge Estates II,1244 Selden St,Detroit,MI,48201,Wayne,13,70,1,Detroit Housing Commission,42.3454,-83.07123, ,
-83.0887700003352,42.3454699997408,1557,MLK HOMES,2515 W Forest Ave,Detroit,MI,48208-2115,Wayne,13,45,1,MLK HOMES LDHA LP,42.34547,-83.08877,Non-Profit,2019/12/31 00:00:00+00
-83.1046499996977,42.3456000003398,1558,EUGENE HOGAN HOUSING ESTATES,5130 McKinley St,Detroit,MI,48208,Wayne,13,20,1,EUGENE HOGAN HSG ESTATES LDHA LP,42.3456,-83.10465, ,2022/12/31 00:00:00+00
-83.0276700002702,42.3458399997162,1559,CIRCLE DRIVE COMMONS,1460 Robert Bradby Dr,Detroit,MI,48207-4930,Wayne,14,129,0,CIRCLE VENTURE LDHA LP,42.34584,-83.02767,For Profit,2021/12/31 00:00:00+00
-83.0608099996817,42.3459300002693,1560, ,3566 Cass Ave,Detroit,MI,48201,Wayne, ,24,0, ,42.34593,-83.06081, ,2013/04/14 00:00:00+00
-83.0277199998781,42.3460500004072,1561,FENIMORE COURT APARTMENTS,1941 Chene Ct,Detroit,MI,48207-3840,Wayne,14,144,0,Fenimore Limited Dividend Housing Association,42.34605,-83.02772,For Profit,2009/04/25 00:00:00+00
-83.0641699999455,42.3460899995539,1562,BRAINARD STREET APARTMENTS,640 Brainard St,Detroit,MI,48201-2271,Wayne,13,120,1,BRAINARD STREET APTS LDHA LP,42.34609,-83.06417,For Profit,2019/12/31 00:00:00+00
-83.0218499998775,42.346100000015,1563,"CIRCLE DRIVE COMMONS, PHASE II* (2)",1440 Robert Bradby Dr,Detroit,MI,48207,Wayne, ,129,2,CIRCLE VENTURE LDHA LP* (2),42.3461,-83.02185,For Profit,2025/12/31 00:00:00+00
-83.0441300002992,42.3461699996458,1564,FREDERICK DOUGLASS,2701 Chrysler Dr,Detroit,MI,48201,Wayne,13,224,0,Detroit Housing Commission,42.34617,-83.04413, ,
-83.0221700002453,42.3462200001529,1565,PARKVIEW TOWERS & SQUARE APARTMENTS* (3),1601 Robert Bradby Dr,Detroit,MI,48207-4992,Wayne,14,350,3,Parkview 2011 Ltd. Dividend Housing Assoc. L.L.C.* (2),42.34622,-83.02217,For Profit,2053/07/01 00:00:00+00
-83.0639499996927,42.3464200003828,1566,CORONADO APARTMENTS,3751 2nd Ave,Detroit,MI,48201-1751,Wayne,13,24,1,CCMDC,42.34642,-83.06395,Non-Profit,2022/12/31 00:00:00+00
-83.0573500002023,42.3464400004057,1567,ORCHESTRA TOWERS* (4),3501 Woodward Ave,Detroit,MI,48201-2441,Wayne,13,248,1,Arcadia LDHA-LP* (2),42.34644,-83.05735,For Profit,2017/12/31 00:00:00+00
-83.0494100000714,42.3465599996443,1568,FREDERICK DOUGLASS,544 Wilkins St,Detroit,MI,48201,Wayne,13,240,0,Detroit Housing Commission,42.34656,-83.04941, ,
-83.0615800001169,42.3467100002663,1569,ARCHITECTS BUILDING,415 Brainard St,Detroit,MI,48201-1794,Wayne,13,51,2,ARCHITECTS BUILDING LDHA LP,42.34671,-83.06158,For Profit,2029/12/31 00:00:00+00
-83.0710400001958,42.3469499996428,1570,Woodbridge IV,1145 Contours Ln,Detroit,MI,48201,Wayne,13,51,1,Detroit Housing Commission,42.34695,-83.07104, ,
-83.0710400001958,42.3469499996428,1571,Woodbridge III,1107 Contours Ln,Detroit,MI,48201,Wayne,13,42,1,Detroit Housing Commission,42.34695,-83.07104, ,
-83.0619199996083,42.3476899995939,1572, ,3729 Cass Ave,Detroit,MI,48201,Wayne, ,24,1, ,42.34769,-83.06192, ,2020/03/02 00:00:00+00
-83.0280099997617,42.3478400002159,1573,CHENE PARK COMMONS,2111 Chene St,Detroit,MI,48207-5186,Wayne,14,144,0,CHENE PARK COMMONS LDHA,42.34784,-83.02801,For Profit,2023/12/31 00:00:00+00
-83.0288299998046,42.3478800002619,1574,NOEL VILLAGE,2158 Chene St,Detroit,MI,48207-3337,Wayne,14,128,1,NOEL VILLAGE LDHA LP,42.34788,-83.02883, ,2020/12/31 00:00:00+00
-83.0711800003567,42.3480500000076,1575,Woodbridge Estates I,1142 Temptations Ln,Detroit,MI,48201,Wayne,13,48,1,Detroit Housing Commission,42.34805,-83.07118, ,
-83.0028299996048,42.3481599996843,1576,BRIDGEVIEW I,165 E Grand Blvd,Detroit,MI,48207-4038,Wayne,14,11,1,BRIDGEVIEW I LDHA LP,42.34816,-83.00283,Non-Profit,2018/12/31 00:00:00+00
-83.0764099996218,42.3482300002144,1577,MILDRED SMITH MANOR,4414 Trumbull St,Detroit,MI,48208-2997,Wayne,13,28,1,MILDRED SMITH MANOR LDHA LP,42.34823,-83.07641,For Profit,2026/12/31 00:00:00+00
-83.0594400003557,42.3482999998452,1578,CASGRAIN HALL,100 Parsons St,Detroit,MI,48201-2029,Wayne,13,82,1,ORCHESTRA PLACE OWNER LLC* (3),42.3483,-83.05944,For Profit,2029/12/31 00:00:00+00
-83.0662699996607,42.3483599999141,1579,ALEXANDRINE SQUARE APARTMENTS,667 W Alexandrine St,Detroit,MI,48201-1637,Wayne,13,30,2,Detroit Housing Commission* (2),42.34836,-83.06627,For Profit,2030/12/31 00:00:00+00
-83.0029299997197,42.3484300004442,1580,BRIDGEVIEW II,185 E Grand Blvd,Detroit,MI,48207-4036,Wayne,14,11,1,BRIDGEVIEW II LDHA LP,42.34843,-83.00293,Non-Profit,2019/12/31 00:00:00+00
-83.0652700003102,42.3485800001669,1581,MT VERNON APARTMENTS* (2),677 W Alexandrine St,Detroit,MI,48201-1638,Wayne,13,46,2,MT VERNON ASSOC LP,42.34858,-83.06527,Non-Profit,2025/12/31 00:00:00+00
-83.0683199997682,42.3486899998437,1582,HANCOCK RESIDENTIAL CENTER,801 W Willis St,Detroit,MI,48201-1629,Wayne,13,16,1,Hancock Residential Center Housing Corp.,42.34869,-83.06832,For Profit,2018/04/27 00:00:00+00
-83.1091100003262,42.3487099998666,1583,MCGRAW - WEST GRAND,3931 McGraw St,Detroit,MI,48208-1480,Wayne,13,36,1,MCGRAW,42.34871,-83.10911,Non-Profit,2024/12/31 00:00:00+00
-83.0325699996058,42.3488200004427,1584,DELTA MANOR APARTMENTS* (2),2150 E Vernor Hwy,Detroit,MI,48207-2744,Wayne,14,100,2,"Delta Manor Inc., A Non-Profit Housing Corp.",42.34882,-83.03257,Non-Profit,2043/01/01 00:00:00+00
-83.0236100001014,42.3490900003033,1585,CIRCLE DRIVE COMMONS II,2172 Prince Hall Dr,Detroit,MI,48207-5110,Wayne,14,112,0,TWENTY-THREE B LDHA LP,42.34909,-83.02361,For Profit,2023/12/31 00:00:00+00
-82.9985199995983,42.3491199998882,1586,SHERIDAN PLACE I,7501 E Jefferson Ave,Detroit,MI,48214-2523,Wayne,14,409,1,Detroit Housing Commission,42.34912,-82.99852, ,
-83.031619999863,42.3492100004412,1587,IDA YOUNG GARDENS,2270 E Vernor Hwy,Detroit,MI,48207-5160,Wayne,14,56,1,IDA YOUNG GARDEN LDHA,42.34921,-83.03162,For Profit,2028/12/31 00:00:00+00
-83.0014800003017,42.3493099996568,1588,AARON APARTMENTS,625 Field St,Detroit,MI,48214-2371,Wayne,14,27,2,AARON APTS LDHA LP* (2),42.34931,-83.00148,For Profit,2033/06/30 00:00:00+00
-83.0669899995888,42.3495000003248,1589,HELISA SQUARE TOWNHOMES,706 W Willis St,Detroit,MI,48201-1628,Wayne,13,12,1,HELISA SQUARE LDHA LP,42.3495,-83.06699,For Profit,2018/12/31 00:00:00+00
-83.0501599995843,42.3496300000245,1590,BREWSTER - DOUGLAS,641 Eliot St,Detroit,MI,48201,Wayne,13,250,1,Detroit Housing Commission,42.34963,-83.05016, ,
-83.0662499996378,42.3497300001395,1591,WESTWILL APARTMENTS* (2),640 W Willis St,Detroit,MI,48201-1657,Wayne,13,60,2,WESTWILL APTS LDHA LP,42.34973,-83.06625,For Profit,2029/12/31 00:00:00+00
-83.0243199995683,42.3498399998162,1592,PRINCE HALL PLACE APARTMENTS* (2),2199 Prince Hall Dr,Detroit,MI,48207-3369,Wayne,14,556,1,PRINCE HALL PLACE LDHA LP* (2),42.34984,-83.02432,For Profit,2024/12/31 00:00:00+00
-83.0688000003197,42.3503200003678,1593,CALUMET TOWNHOUSES,4387 3rd St,Detroit,MI,48201-1615,Wayne,13,104,1,MHT LDHA LLC,42.35032,-83.0688, ,2022/12/31 00:00:00+00
-83.1374200000329,42.3503400003908,1594, ,6471 Diversey St,Detroit,MI,48210,Wayne, ,1,1, ,42.35034,-83.13742, ,2019/12/08 00:00:00+00
-83.0605500002823,42.3504599996293,1595, ,70 W Alexandrine St,Detroit,MI,48201,Wayne,13,148,1, ,42.35046,-83.06055, ,2023/06/30 00:00:00+00
-82.9961500000225,42.3504599996293,1596,RIVER TOWERS,7800 E Jefferson Ave,Detroit,MI,48214-3702,Wayne,14,472,2,RIVER TOWERS LDHA LP,42.35046,-82.99615,For Profit,2024/01/26 00:00:00+00
-83.0777900003083,42.3504599996293,1597,ALGONQUIN APARTMENTS* (2),4711 Trumbull St,Detroit,MI,48208-3998,Wayne,13,12,2,WOODBRIDGE INVESTMENT LDHA LP* (2),42.35046,-83.07779,For Profit,2023/12/31 00:00:00+00
